序號,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s)
4929,1004.4,30.6,70,4,2.0
4930,1004.4,31.3,69,16,1.6
4931,1004.8,32.3,69,16,2.5
4932,1005.5,33.1,64,15,0.9
4933,1005.6,33.0,64,13,1.1
4934,1005.7,32.8,61,13,1.3
4935,1005.7,31.8,64,9,0.8
4936,1005.9,29.6,70,7,0.8
4937,1006.0,27.9,72,8,1.3
4938,1006.0,26.5,73,8,1.9
4939,1005.9,26.9,72,8,1.4
4940,1005.7,26.9,73,5,0.7
4941,1006.0,27.5,72,8,1.1
4942,1006.2,27.8,72,8,1.1
4943,1006.4,27.9,70,9,1.4
4944,1004.9,27.7,82,8,1.1
4945,1007.4,28.7,74,6,1.0
4946,1007.7,28.7,74,4,1.8
4947,1007.2,29.0,73,4,1.8
4948,1006.7,29.8,71,2,2.2
4949,1005.9,30.5,68,1,1.5
4950,1005.5,31.2,63,5,1.4
4951,1005.0,31.8,60,11,0.8
4952,1005.5,32.4,61,17,0.2
4953,1005.8,32.8,62,15,1.2
4954,1006.2,33.0,63,14,3.4
4955,1006.3,33.0,64,14,2.0
4956,1006.5,33.0,64,14,1.8
4957,1006.8,33.1,65,15,1.9
4958,1006.6,33.9,58,12,0.8
4959,1007.0,32.1,64,11,0.7
4960,1007.0,29.5,73,10,0.6
4961,1007.1,27.6,74,8,0.6
4962,1006.8,26.8,76,7,0.9
4963,1006.9,26.7,77,9,0.8
4964,1006.5,26.8,74,8,1.8
4965,1006.2,26.8,77,8,1.3
4966,1006.4,27.1,77,8,1.3
4967,1006.9,27.5,77,7,1.4
4968,1006.7,28.5,70,8,0.9
4969,1008.2,28.1,78,5,2.5
4970,1008.4,28.4,75,4,1.9
4971,1008.0,28.2,76,3,3.3
4972,1006.8,28.7,74,4,1.8
4973,1006.6,28.8,74,3,2.7
4974,1006.1,29.4,71,3,3.1
4975,1006.0,29.9,69,4,1.9
4976,1005.9,30.0,69,4,4.1
4977,1006.2,30.6,69,3,4.2
4978,1006.2,30.7,68,4,4.5
4979,1006.7,31.5,65,3,1.9
4980,1007.2,33.4,61,4,1.6
4981,1007.9,31.7,65,3,2.2
4982,1008.2,33.3,63,1,0.7
4983,1008.3,30.5,69,9,0.3
4984,1008.4,29.3,75,5,0.7
4985,1008.5,27.7,74,9,1.4
4986,1008.2,27.2,75,9,0.8
4987,1008.0,27.4,77,10,1.4
4988,1007.4,27.4,78,9,0.4
4989,1007.3,27.7,76,7,0.9
4990,1007.3,27.9,77,7,1.2
4991,1007.7,28.0,79,4,1.1
4992,1007.7,27.6,77,5,1.5
4993,1008.3,28.7,75,6,1.7
4994,1008.5,29.0,71,12,1.2
4995,1008.0,29.2,70,14,0.3
4996,1007.6,30.0,68,17,0.1
4997,1007.2,30.3,68,15,0.6
4998,1006.3,31.5,65,15,0.7
4999,1005.6,31.5,64,6,0.6
5000,1005.8,33.4,62,3,0.8
5001,1005.0,32.9,63,15,2.2
5002,1005.4,34.5,60,14,2.0
5003,1006.0,33.0,63,16,1.8
5004,1006.9,34.0,57,14,1.1
5005,1007.4,33.7,59,19,0.4
5006,1007.7,32.9,61,12,2.8
5007,1008.0,31.3,67,12,0.4
5008,1007.9,30.0,71,13,0.3
5009,1007.8,27.8,76,8,1.6
5010,1007.0,26.5,78,9,0.6
5011,1006.4,26.3,78,7,1.3
5012,1006.1,26.4,78,8,1.5
5013,1006.2,26.9,75,8,2.2
5014,1006.3,27.0,76,7,1.3
5015,1006.5,27.5,75,8,2.3
5016,1007.9,28.4,76,6,0.9
5017,1007.1,28.1,77,7,1.9
5018,1007.6,28.6,75,8,1.8
5019,1007.5,29.2,76,7,0.9
5020,1006.8,28.9,76,6,1.1
5021,1006.1,29.4,73,5,1.8
5022,1006.2,29.4,74,5,1.0
5023,1005.9,30.0,72,1,2.0
5024,1005.5,30.3,70,16,1.6
5025,1005.6,31.1,70,15,0.8
5026,1005.3,32.3,67,14,1.6
5027,1005.8,31.9,67,16,1.6
5028,1006.2,34.1,62,14,1.6
5029,1006.5,33.3,60,7,0.8
5030,1007.1,32.3,65,9,0.6
5031,1007.3,30.7,73,2,0.8
5032,1007.6,28.6,78,6,0.4
5033,1007.6,27.4,79,10,1.4
5034,1007.6,26.5,81,9,0.3
5035,1007.2,26.1,80,9,0.7
5036,1006.8,26.4,79,8,1.6
5037,1006.1,26.4,80,7,0.9
5038,1006.3,26.4,80,6,0.5
5039,1006.7,26.9,79,8,1.1
5040,1006.8,27.6,78,7,1.2
5041,1007.1,27.7,77,5,0.6
5042,1007.0,27.8,77,4,1.8
5043,1006.5,27.9,76,5,1.7
5044,1005.9,28.2,75,3,1.1
5045,1005.4,28.2,76,3,1.8
5046,1004.6,28.5,76,3,2.5
5047,1004.4,29.0,74,17,0.2
5048,1004.1,29.3,72,16,1.2
5049,1004.1,30.9,70,13,1.0
5050,1004.3,30.5,70,13,0.5
5051,1004.7,29.5,74,13,0.8
5052,1005.0,30.5,72,14,0.5
5053,1005.3,30.2,71,15,0.5
5054,1005.3,30.3,73,17,0.2
5055,1005.9,29.0,80,9,0.5
5056,1005.7,27.1,85,6,0.3
5057,1005.2,25.7,89,5,0.6
5058,1004.7,25.1,90,17,0.2
5059,1004.4,25.0,90,5,0.5
5060,1004.1,25.0,89,1,0.8
5061,1003.9,25.1,89,5,1.0
5062,1004.1,25.1,89,4,1.5
5063,1004.5,25.0,89,4,1.1
5064,1006.8,27.3,77,6,0.9
5065,1005.3,25.0,89,4,1.3
5066,1005.3,25.0,90,4,2.1
5067,1004.9,24.9,89,4,2.2
5068,1004.5,25.0,89,4,1.6
5069,1003.8,25.4,90,5,1.0
5070,1003.0,25.4,91,2,1.1
5071,1002.7,25.6,90,13,0.5
5072,1002.2,26.1,88,17,0.2
5073,1002.2,26.8,85,13,0.5
5074,1002.0,26.7,86,14,0.8
5075,1002.1,26.7,88,15,0.5
5076,1002.2,27.2,88,14,1.9
5077,1002.3,26.5,91,14,0.9
5078,1002.2,26.2,93,17,0.1
5079,1002.5,25.3,93,3,0.3
5080,1002.3,24.6,93,17,0.0
5081,1001.9,24.0,93,7,0.3
5082,1001.3,23.8,91,5,1.1
5083,1000.8,23.8,91,8,0.8
5084,1000.3,24.0,92,8,0.9
5085,1000.3,24.0,93,17,0.2
5086,1000.1,24.0,92,10,0.5
5087,1000.2,24.0,91,7,0.3
5088,1005.1,24.9,90,4,0.8
5089,1000.3,24.0,90,2,1.6
5090,1001.4,24.2,90,2,1.3
5091,1002.3,23.9,90,8,1.0
5092,1002.2,23.7,90,6,1.1
5093,1001.2,24.2,90,5,2.0
5094,1000.2,24.1,90,4,2.6
5095,1001.1,24.3,90,2,1.3
5096,999.6,24.2,90,3,2.4
5097,1000.3,24.4,89,4,2.0
5098,1000.3,24.7,87,4,2.2
5099,1000.7,25.2,88,3,1.6
5100,1001.3,25.1,84,3,2.4
5101,1001.5,25.5,85,3,3.4
5102,1001.9,25.8,84,3,2.8
5103,1001.9,25.5,87,3,1.4
5104,1001.8,25.5,86,4,1.8
5105,1001.5,25.2,87,4,1.6
5106,1001.2,24.6,89,4,1.3
5107,1000.9,24.4,89,7,0.7
5108,1000.5,24.4,89,17,0.2
5109,1000.3,24.4,89,5,0.8
5110,1000.1,24.3,89,5,1.1
5111,1000.7,24.2,88,9,0.6
5112,1000.1,24.3,90,8,0.8
5113,1001.4,24.0,89,5,0.9
5114,1002.0,24.5,87,7,1.6
5115,1000.9,24.3,87,5,1.9
5116,1000.9,24.5,89,2,1.0
5117,1000.4,24.9,86,10,1.3
5118,1000.2,25.0,83,13,1.2
5119,999.2,25.0,84,13,0.6
5120,999.0,25.8,85,13,1.6
5121,998.5,26.1,86,12,1.6
5122,998.2,24.8,88,10,1.9
5123,998.4,24.6,89,9,1.4
5124,998.9,24.7,88,7,1.1
5125,998.0,25.3,87,2,3.0
5126,997.3,26.9,79,7,1.8
5127,996.8,29.1,77,11,3.9
5128,997.3,25.3,87,4,1.5
5129,997.9,24.9,88,16,1.2
5130,997.2,24.6,88,2,1.6
5131,997.3,24.7,85,4,2.7
5132,996.4,25.8,86,8,1.3
5133,996.0,27.3,80,10,2.8
5134,996.1,27.4,75,8,1.2
5135,996.4,29.0,68,9,1.9
5136,1000.9,24.2,88,10,0.5
5137,997.3,29.3,66,8,1.2
5138,998.2,29.1,66,4,0.5
5139,997.9,30.2,63,9,1.2
5140,997.7,30.6,62,12,2.5
5141,997.1,31.2,58,12,3.1
5142,996.4,31.5,56,12,2.8
5143,996.2,32.2,54,12,3.2
5144,996.1,33.5,51,13,4.4
5145,996.2,33.0,51,12,4.9
5146,996.6,33.4,48,13,5.2
5147,997.2,33.6,53,12,3.3
5148,998.2,32.4,57,13,3.2
5149,998.9,32.6,57,12,1.9
5150,999.4,31.7,59,11,2.8
5151,999.7,30.8,65,13,0.4
5152,1000.0,29.0,73,9,0.9
5153,1000.2,27.5,77,6,0.3
5154,1000.0,26.8,78,10,0.7
5155,999.8,26.7,79,5,0.5
5156,999.8,27.1,78,8,0.5
5157,999.5,27.1,78,7,0.9
5158,999.5,27.2,77,6,1.2
5159,999.8,27.6,72,17,0.1
5160,996.7,28.9,68,8,1.0
5161,1000.8,28.7,68,12,0.5
5162,1000.9,28.9,68,17,0.2
5163,1000.5,28.6,68,16,0.3
5164,1000.7,29.1,66,13,0.5
5165,1000.2,29.4,66,13,1.2
5166,999.8,30.1,63,13,1.6
5167,999.4,31.5,60,13,3.8
5168,999.2,32.6,54,12,3.2
5169,999.2,33.9,49,13,4.7
5170,999.8,33.7,49,13,6.0
5171,1000.4,33.2,56,13,4.3
5172,1001.3,32.2,64,13,2.9
5173,1002.6,29.2,75,13,3.5
5174,1003.3,27.7,80,13,2.7
5175,1003.3,27.5,81,13,2.3
5176,1003.2,27.1,83,13,2.9
5177,1002.9,25.5,89,10,0.4
5178,1002.7,24.8,90,9,0.3
5179,1002.7,24.7,89,9,0.6
5180,1002.5,24.5,90,6,1.1
5181,1002.6,24.7,87,9,1.0
5182,1002.6,25.0,88,9,0.6
5183,1003.0,25.0,89,9,0.9
5184,1000.1,27.9,73,17,0.2
5185,1004.4,25.3,90,8,0.5
5186,1004.9,25.4,90,5,0.5
5187,1004.9,25.0,88,4,1.1
5188,1005.0,25.3,87,8,1.7
5189,1005.0,25.7,85,7,1.9
5190,1004.9,26.2,80,8,1.6
5191,1004.2,27.4,73,8,1.6
5192,1004.3,27.8,73,6,2.2
5193,1005.1,27.5,77,8,2.7
5194,1005.0,27.0,77,8,2.9
5195,1005.0,29.9,63,13,0.9
5196,1005.3,30.8,61,17,0.2
5197,1006.0,30.4,62,13,0.6
5198,1006.0,31.0,63,5,0.7
5199,1006.4,29.1,68,7,1.5
5200,1006.8,27.6,73,5,1.3
5201,1007.0,26.4,74,7,1.0
5202,1006.6,26.0,75,6,1.1
5203,1006.2,25.7,75,2,0.8
5204,1005.9,25.7,75,3,1.4
5205,1005.9,25.8,74,3,2.6
5206,1005.9,26.0,73,3,3.4
5207,1006.2,26.1,72,3,4.1
5208,1003.7,25.0,88,8,1.1
5209,1006.7,26.2,71,3,5.2
5210,1006.7,26.3,70,3,5.6
5211,1006.7,26.3,70,3,4.8
5212,1006.4,26.4,70,3,4.4
5213,1005.7,26.6,69,3,4.7
5214,1005.4,27.0,68,3,4.7
5215,1005.2,27.3,68,3,6.1
5216,1005.1,28.1,68,3,6.1
5217,1005.3,29.9,64,4,4.4
5218,1005.6,30.4,62,5,4.6
5219,1006.3,28.9,67,4,5.2
5220,1006.8,28.7,68,3,4.9
5221,1007.6,28.1,73,3,4.5
5222,1008.0,27.1,76,3,5.7
5223,1008.1,26.2,79,3,4.6
5224,1008.1,25.1,80,3,3.6
5225,1007.7,24.5,83,3,3.9
5226,1007.1,23.9,84,3,3.5
5227,1006.5,23.6,84,3,4.2
5228,1006.2,23.6,85,3,3.1
5229,1006.1,23.5,84,3,4.2
5230,1006.2,23.3,85,3,3.8
5231,1006.3,23.1,85,3,3.8
5232,1006.4,26.1,72,3,5.0
5233,1007.2,23.1,83,3,4.8
5234,1007.3,23.2,82,3,4.6
5235,1007.0,23.3,80,3,4.6
5236,1006.8,23.5,78,3,5.6
5237,1006.4,23.6,76,3,4.7
5238,1006.1,23.8,74,3,5.8
5239,1005.6,24.0,74,3,6.1
5240,1005.7,24.3,73,3,5.8
5241,1006.0,24.5,73,3,5.5
5242,1006.0,24.7,72,3,6.1
5243,1006.5,25.1,72,3,6.5
5244,1006.7,25.7,73,3,5.3
5245,1007.2,25.4,73,3,5.8
5246,1007.2,25.3,73,3,6.1
5247,1007.0,25.0,75,3,5.2
5248,1006.7,23.5,78,3,3.8
5249,1006.5,22.9,80,3,5.2
5250,1006.0,22.9,78,3,4.4
5251,1005.7,22.7,79,3,4.6
5252,1005.5,22.7,78,3,4.8
5253,1005.5,22.7,77,4,3.9
5254,1006.0,22.5,77,3,4.8
5255,1006.2,22.2,77,3,4.5
5256,1006.7,23.2,83,3,3.8
5257,1007.1,21.4,77,3,5.6
5258,1007.2,21.1,78,3,6.1
5259,1007.5,20.7,81,3,6.1
5260,1007.4,20.5,83,3,6.4
5261,1007.5,20.3,85,3,6.5
5262,1007.7,20.2,87,3,3.9
5263,1008.0,20.3,86,3,4.6
5264,1008.1,20.0,87,4,4.1
5265,1008.3,20.3,87,3,4.8
5266,1008.6,20.7,85,3,3.9
5267,1008.6,21.8,82,3,3.5
5268,1008.4,23.6,71,3,3.2
5269,1008.2,25.3,63,4,4.4
5270,1008.0,25.4,61,4,3.9
5271,1007.6,25.7,59,3,5.9
5272,1006.9,25.4,60,3,4.7
5273,1006.5,24.9,63,3,5.1
5274,1006.3,24.2,65,3,3.5
5275,1005.9,24.1,65,3,4.4
5276,1006.0,24.0,67,3,3.7
5277,1006.2,24.0,68,3,4.2
5278,1006.5,24.0,68,3,4.5
5279,1007.1,24.0,69,3,4.1
5280,1006.7,21.7,79,3,5.6
5281,1008.3,24.1,70,5,3.3
5282,1008.9,23.9,70,5,2.7
5283,1009.0,23.9,70,5,2.0
5284,1008.6,23.9,69,4,3.2
5285,1008.0,24.0,67,4,3.1
5286,1007.4,24.1,67,4,4.1
5287,1006.9,24.1,67,3,5.5
5288,1006.7,24.3,67,3,3.5
5289,1007.0,24.3,66,3,3.7
5290,1007.0,24.2,64,3,5.0
5291,1007.2,24.3,64,3,3.0
5292,1007.3,25.0,62,3,4.7
5293,1007.7,25.0,62,2,4.1
5294,1007.5,25.4,64,3,3.4
5295,1007.5,24.5,65,2,2.8
5296,1007.3,24.0,67,4,3.3
5297,1006.8,23.3,68,6,2.3
5298,1006.5,22.0,75,8,2.0
5299,1006.1,22.6,71,6,1.6
5300,1006.1,22.8,72,4,1.4
5301,1006.1,22.0,78,6,1.2
5302,1006.4,21.9,74,7,1.7
5303,1006.8,22.2,78,8,1.2
5304,1008.0,24.0,70,3,3.4
5305,1007.7,22.8,76,5,1.7
5306,1008.1,22.9,76,8,1.6
5307,1007.6,22.9,77,5,1.5
5308,1007.2,22.8,78,6,1.7
5309,1006.6,22.7,80,7,1.8
5310,1006.1,23.2,75,5,2.0
5311,1005.4,23.1,77,4,3.0
5312,1005.0,23.6,74,4,2.2
5313,1005.1,23.6,76,3,3.0
5314,1005.5,23.5,75,3,3.1
5315,1005.7,23.6,77,4,3.5
5316,1006.2,23.7,79,3,2.9
5317,1006.3,23.0,84,4,3.0
5318,1006.5,22.8,85,4,2.5
5319,1006.4,22.4,88,4,2.0
5320,1006.1,22.4,86,5,1.6
5321,1005.8,22.0,88,5,1.3
5322,1005.1,22.0,87,4,2.3
5323,1004.4,22.0,87,4,1.8
5324,1004.4,22.1,86,4,1.8
5325,1004.2,22.7,85,4,2.2
5326,1004.6,22.5,86,4,2.3
5327,1005.0,22.7,86,4,2.5
5328,1007.3,22.4,77,7,0.9
5329,1006.1,22.8,87,5,2.6
5330,1006.2,22.8,87,5,3.2
5331,1005.9,22.9,87,4,2.0
5332,1004.9,23.2,87,5,1.4
5333,1004.0,23.0,85,3,3.8
5334,1002.7,24.0,79,3,4.1
5335,1001.7,26.8,75,1,1.6
5336,1001.0,29.1,72,14,2.8
5337,1001.1,30.5,64,13,3.3
5338,1001.2,31.0,61,13,2.7
5339,1001.5,31.3,64,13,3.8
5340,1001.8,32.4,59,13,3.4
5341,1002.4,31.0,66,13,1.8
5342,1002.5,30.9,65,13,0.7
5343,1002.6,29.7,67,11,2.2
5344,1002.9,28.4,71,8,0.9
5345,1002.6,26.9,74,8,1.6
5346,1002.5,26.4,74,8,0.7
5347,1002.0,26.1,76,8,1.1
5348,1001.8,26.2,75,5,0.9
5349,1002.0,26.5,75,8,0.9
5350,1002.3,26.7,75,8,1.1
5351,1002.8,26.9,72,9,0.8
5352,1005.9,22.9,87,5,2.2
5353,1003.8,27.4,71,8,1.8
5354,1004.1,28.1,69,10,0.8
5355,1004.1,28.1,70,17,0.1
5356,1003.5,28.0,70,13,0.4
5357,1003.2,28.0,70,17,0.2
5358,1002.7,28.7,66,3,2.1
5359,1002.6,29.8,65,14,0.5
5360,1003.1,29.6,67,1,1.8
5361,1003.4,29.7,67,15,1.0
5362,1003.7,30.6,66,15,1.2
5363,1004.2,29.8,67,16,2.6
5364,1004.6,31.9,61,13,1.1
5365,1005.1,30.8,62,12,2.2
5366,1005.5,29.9,67,19,0.3
5367,1005.6,28.9,70,12,1.5
5368,1005.8,27.1,71,10,0.7
5369,1005.4,26.2,73,10,0.9
5370,1004.9,25.2,77,7,1.3
5371,1004.5,24.9,76,8,1.2
5372,1004.4,25.0,76,8,0.6
5373,1004.4,25.1,76,7,1.1
5374,1004.7,25.0,76,17,0.1
5375,1004.8,25.4,74,4,1.3
5376,1003.2,27.1,72,8,0.8
5377,1005.9,25.8,73,3,2.7
5378,1005.8,25.8,73,3,2.8
5379,1005.7,25.9,72,3,3.3
5380,1005.0,26.2,73,3,2.7
5381,1004.8,26.4,74,3,4.3
5382,1004.2,26.8,73,3,4.6
5383,1004.0,27.7,70,3,4.1
5384,1004.2,27.8,69,3,3.7
5385,1004.0,29.2,67,3,4.1
5386,1004.4,29.4,66,4,3.3
5387,1004.9,29.4,66,4,3.1
5388,1005.3,29.6,66,4,2.4
5389,1005.4,28.4,68,3,2.2
5390,1006.0,27.6,71,4,2.9
5391,1005.5,26.4,74,3,3.6
5392,1005.3,25.8,77,3,3.0
5393,1005.3,24.9,79,3,2.7
5394,1005.0,24.6,78,4,2.9
5395,1004.5,24.4,79,3,3.3
5396,1004.0,24.4,79,3,4.1
5397,1004.0,24.2,79,3,4.1
5398,1004.0,24.1,79,3,3.7
5399,1004.6,24.2,79,3,3.8
5400,1005.5,25.7,73,4,1.6
5401,1005.9,24.1,82,3,3.0
5402,1005.9,24.0,81,4,2.7
5403,1006.0,23.8,80,4,3.6
5404,1005.3,24.3,77,5,3.4
5405,1004.9,24.8,74,3,2.2
5406,1004.1,25.0,72,3,5.3
5407,1003.9,25.3,72,3,4.4
5408,1003.7,25.9,75,3,3.4
5409,1003.8,26.4,74,3,5.2
5410,1004.0,26.3,74,3,4.2
5411,1004.6,26.6,75,3,4.0
5412,1005.3,25.7,76,3,3.5
5413,1005.0,26.1,74,3,4.3
5414,1005.3,26.7,75,4,3.9
5415,1005.5,25.2,81,3,4.6
5416,1005.3,24.8,82,3,2.8
5417,1005.1,24.6,80,4,2.7
5418,1004.5,24.4,78,3,2.9
5419,1004.2,24.2,78,3,3.8
5420,1003.8,24.3,76,3,3.3
5421,1003.7,24.3,77,3,3.2
5422,1003.6,24.2,78,3,3.3
5423,1003.8,24.1,78,3,4.1
5424,1005.4,24.2,79,3,3.2
5425,1004.8,24.5,73,3,4.0
5426,1005.1,24.5,74,4,3.3
5427,1005.0,24.6,72,3,3.2
5428,1005.0,24.9,70,3,3.9
5429,1004.7,25.4,66,4,3.3
5430,1004.2,25.9,64,4,3.7
5431,1004.2,26.6,63,5,2.8
5432,1004.3,26.8,61,5,3.7
5433,1004.4,27.5,60,5,3.8
5434,1004.6,28.1,60,6,3.5
5435,1005.1,28.6,59,6,3.4
5436,1005.6,29.5,59,6,3.4
5437,1005.9,28.0,61,6,2.7
5438,1006.2,27.7,61,6,2.8
5439,1006.7,25.9,68,4,2.6
5440,1006.8,24.4,74,3,2.7
5441,1006.8,23.6,83,3,1.9
5442,1006.1,22.2,84,3,2.7
5443,1006.2,21.7,87,4,0.3
5444,1005.5,22.9,79,5,1.7
5445,1005.7,22.9,79,3,2.9
5446,1006.3,22.7,78,3,4.7
5447,1006.8,22.8,79,3,3.6
5448,1004.2,24.2,77,3,4.1
5449,1008.9,22.9,81,3,4.2
5450,1009.2,22.6,83,3,3.0
5451,1009.1,21.9,84,3,3.7
5452,1008.7,22.1,83,4,2.7
5453,1008.6,22.6,81,4,3.3
5454,1008.5,23.4,76,3,2.5
5455,1007.4,24.3,74,5,2.8
5456,1007.4,24.5,71,4,2.9
5457,1007.6,25.4,66,4,3.5
5458,1007.5,26.5,64,3,3.9
5459,1007.9,26.2,66,4,4.5
5460,1008.5,26.9,64,4,4.6
5461,1009.0,26.7,64,4,4.2
5462,1009.7,26.0,68,4,4.0
5463,1010.1,25.5,68,3,3.5
5464,1009.7,26.4,63,4,4.0
5465,1009.4,25.6,67,4,3.6
5466,1008.9,25.1,66,3,4.2
5467,1008.4,24.9,66,3,3.7
5468,1008.3,25.1,66,4,4.4
5469,1008.2,25.0,68,4,2.9
5470,1008.4,25.1,67,4,3.5
5471,1008.6,25.1,67,4,4.4
5472,1007.9,22.6,81,3,2.7
5473,1009.8,25.0,65,3,4.2
5474,1010.7,25.3,63,3,5.8
5475,1010.5,25.4,63,3,4.7
5476,1010.2,25.6,63,4,4.6
5477,1009.8,25.8,63,4,4.9
5478,1009.4,26.1,58,4,4.8
5479,1008.9,26.7,57,4,5.4
5480,1008.7,27.2,56,4,4.8
5481,1008.3,27.6,56,4,6.1
5482,1008.7,28.3,57,3,4.8
5483,1009.1,28.5,57,3,4.3
5484,1009.4,28.8,57,3,4.9
5485,1009.7,28.6,59,3,4.0
5486,1010.2,27.2,63,4,4.3
5487,1009.9,27.4,62,3,4.0
5488,1009.8,26.1,70,3,3.7
5489,1009.2,24.3,74,3,3.9
5490,1008.8,23.5,76,3,3.5
5491,1008.6,23.5,75,3,3.0
5492,1008.2,23.7,77,3,2.8
5493,1008.2,23.5,79,3,2.5
5494,1008.2,23.3,78,4,2.6
5495,1008.0,23.4,75,4,3.2
5496,1009.0,25.0,67,3,4.0
5497,1009.2,23.4,71,4,3.4
5498,1009.1,23.5,70,4,3.7
5499,1009.3,23.7,72,4,3.1
5500,1008.8,23.7,74,3,4.7
5501,1008.3,23.8,72,3,4.1
5502,1007.6,24.1,67,3,4.4
5503,1007.0,24.6,63,3,4.0
5504,1006.8,25.1,60,2,5.2
5505,1006.5,25.7,60,3,3.8
5506,1006.3,26.6,62,2,3.9
5507,1006.3,25.8,64,3,4.6
5508,1006.5,26.3,66,3,3.4
5509,1006.8,25.4,74,5,3.0
5510,1007.2,24.0,81,4,3.3
5511,1007.2,22.2,86,6,1.5
5512,1006.7,21.6,89,5,1.5
5513,1006.0,20.9,90,6,1.7
5514,1005.5,20.3,92,6,0.8
5515,1004.8,20.3,91,6,1.7
5516,1004.6,20.6,89,5,1.7
5517,1004.3,20.7,89,4,2.1
5518,1004.4,20.7,91,4,1.4
5519,1005.1,20.4,90,5,1.4
5520,1008.5,23.2,73,3,3.8
5521,1005.7,20.8,88,5,1.4
5522,1006.0,20.6,88,5,1.7
5523,1005.9,20.8,89,5,1.5
5524,1006.0,20.9,88,8,1.6
5525,1005.5,20.9,88,7,2.2
5526,1005.1,21.3,87,6,2.0
5527,1004.6,21.1,88,5,2.2
5528,1004.5,21.5,86,5,0.7
5529,1004.6,21.1,87,4,3.5
5530,1005.0,21.3,89,3,2.6
5531,1005.2,21.5,88,3,2.6
5532,1005.5,21.5,88,4,2.5
5533,1006.0,21.6,89,5,2.0
5534,1006.0,21.8,90,5,1.6
5535,1006.2,21.9,89,6,1.6
5536,1005.9,21.5,89,5,1.6
5537,1005.6,21.0,90,5,1.9
5538,1005.6,20.9,91,6,1.1
5539,1005.3,20.8,90,17,0.2
5540,1004.8,21.4,87,4,0.8
5541,1005.0,21.1,86,5,1.9
5542,1005.4,20.8,87,4,2.8
5543,1006.1,21.3,88,3,2.7
5544,1005.4,20.4,89,5,1.6
5545,1007.2,21.9,88,5,2.5
5546,1007.2,23.2,88,6,2.6
5547,1006.8,23.1,89,15,0.7
5548,1006.4,24.8,87,10,1.7
5549,1005.4,25.4,87,7,1.2
5550,1004.9,25.3,88,7,1.8
5551,1005.1,24.9,90,5,0.5
5552,1005.1,24.4,89,6,1.4
5553,1004.7,25.5,88,1,2.7
5554,1004.6,27.3,74,3,3.2
5555,1005.0,30.4,62,3,5.5
5556,1006.1,30.0,63,3,5.3
5557,1006.8,30.7,59,3,2.5
5558,1007.0,30.7,59,3,1.4
5559,1007.2,29.0,62,6,0.3
5560,1007.5,27.7,68,6,0.6
5561,1007.6,25.7,72,7,1.4
5562,1007.6,25.0,73,9,0.8
5563,1007.1,24.8,74,8,1.1
5564,1006.8,25.2,72,8,1.2
5565,1006.6,25.5,71,9,0.9
5566,1006.7,26.0,69,5,2.0
5567,1006.8,26.0,70,3,1.5
5568,1006.8,21.6,90,5,1.4
5569,1008.0,26.1,70,3,2.0
5570,1007.9,26.0,71,3,4.0
5571,1008.0,25.8,73,3,3.0
5572,1007.4,25.7,74,3,3.4
5573,1006.9,25.8,74,3,3.5
5574,1006.4,26.3,72,3,2.8
5575,1005.9,26.6,71,3,3.7
5576,1006.0,27.0,68,3,4.7
5577,1005.8,28.5,65,3,2.9
5578,1005.6,29.7,61,3,1.8
5579,1006.1,29.8,59,2,0.9
5580,1007.1,30.6,61,2,1.1
5581,1008.1,28.5,70,4,2.4
5582,1008.8,26.9,71,17,0.1
5583,1008.9,26.8,73,7,0.7
5584,1008.3,25.7,77,9,0.4
5585,1008.0,24.7,81,4,0.3
5586,1007.3,23.7,84,5,1.1
5587,1007.1,23.7,82,7,1.7
5588,1007.4,23.9,82,6,0.9
5589,1007.2,24.0,83,1,1.3
5590,1007.0,24.1,83,3,0.6
5591,1007.0,24.0,83,3,0.9
5592,1007.4,25.9,70,3,3.3
5593,1008.2,24.3,79,6,0.6
5594,1007.7,24.3,80,2,1.1
5595,1007.6,24.3,80,4,2.1
5596,1007.4,24.5,80,3,3.0
5597,1006.4,24.5,80,3,2.3
5598,1006.1,24.8,80,4,1.8
5599,1005.7,24.9,80,4,3.2
5600,1004.9,25.3,81,5,2.1
5601,1005.6,25.5,83,5,1.2
5602,1006.0,25.9,82,10,1.4
5603,1006.1,26.6,80,10,1.9
5604,1006.1,25.7,84,14,0.4
5605,1006.4,25.2,84,13,0.3
5606,1006.1,25.6,87,17,0.2
5607,1005.9,25.5,89,12,1.3
5608,1005.4,24.8,89,14,1.8
5609,1004.8,25.3,90,14,1.1
5610,1004.2,24.8,89,11,1.0
5611,1003.8,24.4,91,16,0.9
5612,1003.8,24.6,91,6,1.1
5613,1003.8,24.8,91,5,0.5
5614,1004.3,24.6,90,4,1.1
5615,1005.0,25.1,89,5,1.1
5616,1007.0,24.3,80,7,1.3
5617,1006.0,26.0,86,1,1.1
5618,1006.1,26.5,82,6,0.6
5619,1005.6,26.6,81,6,1.4
5620,1005.4,26.6,80,3,3.3
5621,1005.3,26.5,82,3,2.0
5622,1005.4,26.6,82,3,2.6
5623,1005.0,26.3,85,3,1.5
5624,1004.7,27.3,72,3,3.0
5625,1005.2,29.4,70,15,1.2
5626,1005.7,30.4,67,15,1.6
5627,1006.4,31.0,64,15,1.4
5628,1007.4,31.2,59,8,1.7
